latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
47.59373,27.32916,301.8,1.72,1.29,2022-02-20,1140,A,14,6.1NRT,285.58,10.41,D
47.84481,27.95209,313.84,1.87,1.34,2022-02-20,1140,A,74,6.1NRT,285.63,32.88,D
48.18298,29.57153,323.02,2.29,1.47,2022-02-20,1140,A,82,6.1NRT,285.35,73.13,D
48.18111,29.54066,309.12,2.29,1.46,2022-02-20,1140,A,68,6.1NRT,285.76,32.28,D
48.19618,29.56965,333.89,2.29,1.47,2022-02-20,1140,A,89,6.1NRT,284.76,115.34,D
48.19428,29.53858,319.72,2.29,1.46,2022-02-20,1140,A,80,6.1NRT,285.6,58.76,D
48.1915,29.56509,342.66,2.29,1.47,2022-02-20,1140,A,93,6.1NRT,286.38,158.78,D
14.00605,121.00017,309.24,1.01,1.01,2022-02-20,1414,T,77,6.1NRT,298.19,8.08,N
17.58861,96.12083,302.77,1.05,1.02,2022-02-20,1552,T,41,6.1NRT,292.02,5.24,N
17.84325,95.03106,322.4,1,1,2022-02-20,1554,T,100,6.1NRT,292.84,19.7,N
18.04977,94.99599,302.52,1,1,2022-02-20,1554,T,50,6.1NRT,292.42,4.42,N
18.23081,94.97466,303.42,1,1,2022-02-20,1554,T,55,6.1NRT,292.5,4.77,N
18.4121,95.02071,301.66,1.01,1,2022-02-20,1554,T,43,6.1NRT,290.59,4.86,N
18.43735,94.93971,308.17,1,1,2022-02-20,1554,T,74,6.1NRT,293.74,7.13,N
18.49954,94.85658,305.03,1,1,2022-02-20,1554,T,49,6.1NRT,293.17,4.62,N
18.52748,94.85597,305.47,1,1,2022-02-20,1554,T,64,6.1NRT,293.73,5.29,N
18.60383,95.14269,302.86,1.01,1,2022-02-20,1554,T,52,6.1NRT,289.24,5.96,N
18.65311,95.03211,303.17,1.01,1,2022-02-20,1554,T,54,6.1NRT,290.92,6,N
18.6518,95.02267,303.3,1.01,1,2022-02-20,1554,T,54,6.1NRT,291.1,6.06,N
18.68714,94.88216,305.51,1,1,2022-02-20,1554,T,65,6.1NRT,294.38,5.47,N
18.74819,94.85713,305.38,1,1,2022-02-20,1554,T,64,6.1NRT,293.09,5.14,N
18.90781,94.94514,302.61,1.01,1,2022-02-20,1554,T,49,6.1NRT,290.57,4.86,N
18.92834,94.96125,300.39,1.01,1,2022-02-20,1554,T,9,6.1NRT,290.01,3.77,N
18.91786,94.8856,304.14,1,1,2022-02-20,1554,T,59,6.1NRT,293.96,4.47,N
19.01404,95.31728,300.48,1.02,1.01,2022-02-20,1554,T,28,6.1NRT,289.75,4.58,N
19.45203,97.4067,301.43,1.24,1.11,2022-02-20,1554,T,41,6.1NRT,291.42,4.92,N
19.20841,95.46187,305.96,1.03,1.01,2022-02-20,1554,T,66,6.1NRT,290.82,7.23,N
19.20709,95.45217,302.05,1.03,1.01,2022-02-20,1554,T,46,6.1NRT,290.7,4.83,N
19.13178,94.77217,304.68,1,1,2022-02-20,1554,T,61,6.1NRT,294.06,5.18,N
19.15785,94.89359,306.77,1.01,1,2022-02-20,1554,T,69,6.1NRT,293.82,6.28,N
19.43785,96.42401,302.92,1.11,1.05,2022-02-20,1554,T,48,6.1NRT,290.15,5.99,N
19.24867,94.95068,303.99,1.01,1,2022-02-20,1554,T,33,6.1NRT,292.96,4.76,N
19.5776,97.35642,301.21,1.24,1.11,2022-02-20,1554,T,39,6.1NRT,289.68,7.12,N
19.25499,94.93023,308.71,1.01,1,2022-02-20,1554,T,75,6.1NRT,293.31,7.48,N
19.23759,94.73971,304.37,1,1,2022-02-20,1554,T,60,6.1NRT,292.42,5.6,N
19.27639,94.95005,302.54,1.01,1,2022-02-20,1554,T,50,6.1NRT,291.45,4.6,N
19.29697,94.63752,307.35,1,1,2022-02-20,1554,T,12,6.1NRT,293.36,5.34,N
19.3059,94.6361,309.22,1,1,2022-02-20,1554,T,51,6.1NRT,293.78,7.01,N
19.34811,94.67139,303.59,1,1,2022-02-20,1554,T,34,6.1NRT,293.25,4.39,N
19.34679,94.66196,317.2,1,1,2022-02-20,1554,T,95,6.1NRT,293.85,14.18,N
19.35573,94.66055,308.65,1,1,2022-02-20,1554,T,75,6.1NRT,293.67,7.39,N
19.86253,97.76624,308.58,1.32,1.14,2022-02-20,1554,T,75,6.1NRT,294.09,11.74,N
19.50775,94.69807,311.95,1,1,2022-02-20,1554,T,84,6.1NRT,291.08,11.67,N
19.59167,94.63977,304.84,1,1,2022-02-20,1554,T,45,6.1NRT,291.71,5.94,N
19.64009,94.65525,300.46,1,1,2022-02-20,1554,T,19,6.1NRT,288.96,4.48,N
20.07094,97.30843,309.36,1.25,1.11,2022-02-20,1554,T,77,6.1NRT,284.69,15.6,N
20.16007,97.28909,301.81,1.25,1.11,2022-02-20,1554,T,44,6.1NRT,288,9.35,N
22.10184,98.34285,302.12,1.54,1.22,2022-02-20,1554,T,47,6.1NRT,284.25,14,N
22.05243,97.28689,306.91,1.31,1.14,2022-02-20,1554,T,70,6.1NRT,283.24,14.59,N
22.0604,97.27971,301.39,1.31,1.14,2022-02-20,1554,T,40,6.1NRT,282.79,9.79,N
22.29384,96.85109,306.62,1.25,1.11,2022-02-20,1554,T,69,6.1NRT,281.92,14.9,N
13.9931,77.88642,309.25,2.43,1.5,2022-02-20,1730,T,77,6.1NRT,293.89,31.65,N
15.86159,75.52689,304.55,1.71,1.28,2022-02-20,1732,T,61,6.1NRT,292.09,11.51,N
15.87031,75.51994,302.5,1.71,1.28,2022-02-20,1732,T,18,6.1NRT,292.09,8.32,N
16.22053,75.66928,308,1.77,1.3,2022-02-20,1732,T,73,6.1NRT,292.24,16.41,N
16.96748,74.46968,301.14,1.49,1.21,2022-02-20,1732,T,22,6.1NRT,288.43,8.36,N
16.96413,74.44197,305.22,1.48,1.2,2022-02-20,1732,T,63,6.1NRT,288.31,12.52,N
16.97827,74.46824,301.77,1.49,1.21,2022-02-20,1732,T,31,6.1NRT,288.38,8.92,N
17.31596,74.14909,301.38,1.43,1.18,2022-02-20,1732,T,29,6.1NRT,290.47,7.26,N
17.32656,74.14766,310.07,1.43,1.18,2022-02-20,1732,T,79,6.1NRT,289.93,16.31,N
17.80464,73.41251,305.87,1.31,1.13,2022-02-20,1732,T,66,6.1NRT,291.18,10.11,N
18.08105,75.61552,301.71,1.87,1.34,2022-02-20,1732,T,44,6.1NRT,288.9,13.19,N
18.07912,75.59812,310.2,1.86,1.33,2022-02-20,1732,T,79,6.1NRT,288.78,26.53,N
18.07701,73.81505,311.94,1.4,1.17,2022-02-20,1732,T,84,6.1NRT,289.36,19.95,N
19.43487,75.88512,300.28,2.04,1.39,2022-02-20,1732,T,24,6.1NRT,288.18,14.75,N
21.10687,72.64533,308.64,1.29,1.13,2022-02-20,1732,T,75,6.1NRT,295.52,13.32,N
22.79284,70.91669,302.88,1.1,1.05,2022-02-20,1734,T,52,6.1NRT,292.47,6.02,N
24.41246,67.90908,315.26,1.01,1,2022-02-20,1734,T,91,6.1NRT,290.73,14.3,N
33.35744,70.87377,305.2,1.45,1.19,2022-02-20,1736,T,63,6.1NRT,280.81,16.21,N
33.35581,70.85806,322.94,1.45,1.19,2022-02-20,1736,T,100,6.1NRT,281.08,41.16,N
35.02782,136.86722,303.85,1.16,1.07,2022-02-20,1704,A,57,6.1NRT,274.25,13.44,N
34.8955,43.8092,302.42,1.15,1.07,2022-02-20,1914,T,49,6.1NRT,280.04,10.48,N
35.63131,44.00822,309.97,1.19,1.09,2022-02-20,1914,T,79,6.1NRT,280.02,17.3,N
35.66557,43.96205,307.76,1.19,1.08,2022-02-20,1914,T,72,6.1NRT,279.16,15.19,N
35.68735,43.87301,300.21,1.18,1.08,2022-02-20,1914,T,22,6.1NRT,278.86,9.59,N
35.7262,44.03903,306.97,1.2,1.09,2022-02-20,1914,T,70,6.1NRT,279.35,14.64,N
35.79556,38.28243,312.37,1.11,1.05,2022-02-20,1917,T,85,6.1NRT,281.67,17.22,N
35.79361,38.27038,355.22,1.11,1.05,2022-02-20,1917,T,100,6.1NRT,283.94,91.02,N
35.83777,38.32869,303.42,1.1,1.05,2022-02-20,1917,T,55,6.1NRT,281.24,10.41,N
38.64921,39.7724,302.02,1,1,2022-02-20,1917,T,46,6.1NRT,271.13,10.07,N
48.16437,30.61853,313.71,1.44,1.19,2022-02-20,1919,T,88,6.1NRT,271.45,29.75,N
48.16811,30.61044,306.06,1.44,1.19,2022-02-20,1919,T,67,6.1NRT,270.81,21.5,N
9.71348,36.643,300.89,4.5,1.95,2022-02-20,1908,T,35,6.1NRT,287.85,43.43,N
9.71488,36.63705,301.49,4.5,1.95,2022-02-20,1908,T,42,6.1NRT,287.88,46.66,N
14.50826,37.24385,300.53,3.25,1.7,2022-02-20,1910,T,29,6.1NRT,285.94,23.35,N
25.18295,49.32065,303.35,1.81,1.32,2022-02-20,1912,T,55,6.1NRT,285.48,16.72,N
27.04971,49.5614,303.3,1.99,1.38,2022-02-20,1914,T,54,6.1NRT,288.47,17.86,N
27.05241,49.55431,305.87,1.99,1.38,2022-02-20,1914,T,61,6.1NRT,287.47,21.06,N
27.14845,49.22136,305.93,1.89,1.34,2022-02-20,1914,T,66,6.1NRT,286.29,23.83,N
28.48999,49.7122,328.72,2.13,1.42,2022-02-20,1914,T,100,6.1NRT,288.98,84.99,N
28.94504,47.97444,312.11,1.65,1.26,2022-02-20,1914,T,84,6.1NRT,285.58,27.07,N
28.95636,47.97295,312.88,1.65,1.26,2022-02-20,1914,T,86,6.1NRT,284.92,28.22,N
30.35177,48.29074,301.55,1.8,1.32,2022-02-20,1914,T,42,6.1NRT,285.37,14.12,N
30.34996,48.27209,327.74,1.8,1.31,2022-02-20,1914,T,100,6.1NRT,286.11,65.7,N
30.32945,47.72551,306.21,1.65,1.26,2022-02-20,1914,T,67,6.1NRT,285.46,18.8,N
30.72454,49.81367,300.08,2.31,1.47,2022-02-20,1914,T,9,6.1NRT,282.76,22.8,N
30.52368,47.61795,301.44,1.64,1.26,2022-02-20,1914,T,39,6.1NRT,280.49,15.78,N
30.57121,47.30827,314.7,1.57,1.23,2022-02-20,1914,T,74,6.1NRT,282.6,30.77,N
30.57349,47.31873,304.88,1.57,1.23,2022-02-20,1914,T,46,6.1NRT,277.24,19.74,N
30.57186,47.30246,302.94,1.57,1.23,2022-02-20,1914,T,44,6.1NRT,283.69,16.23,N
30.60838,47.33045,301.28,1.57,1.24,2022-02-20,1914,T,40,6.1NRT,271.23,18.14,N
30.74931,48.27202,303.6,1.82,1.32,2022-02-20,1914,T,56,6.1NRT,285.98,16.42,N
30.75719,48.28363,305.12,1.82,1.32,2022-02-20,1914,T,63,6.1NRT,286.23,18.56,N
30.89736,48.29856,320.67,1.83,1.33,2022-02-20,1914,T,100,6.1NRT,285.38,50.68,N
31.00927,48.14327,320.01,1.8,1.31,2022-02-20,1914,T,100,6.1NRT,285.82,46.15,N
31.00743,48.12455,304.84,1.79,1.31,2022-02-20,1914,T,62,6.1NRT,285.28,18.36,N
31.13242,49.31253,306.34,2.16,1.43,2022-02-20,1914,T,68,6.1NRT,285.03,27.2,N
31.00397,48.13844,323.36,1.8,1.31,2022-02-20,1914,T,100,6.1NRT,286.48,53.21,N
31.05903,47.61971,311.1,1.66,1.27,2022-02-20,1914,T,82,6.1NRT,283.81,24.97,N
31.0571,47.61323,301.78,1.66,1.27,2022-02-20,1914,T,6,6.1NRT,283.39,12.42,N
31.06847,47.61169,304.98,1.66,1.27,2022-02-20,1914,T,36,6.1NRT,283.48,16.3,N
31.08155,47.62753,334.23,1.67,1.27,2022-02-20,1914,T,100,6.1NRT,285.25,76.06,N
31.27539,48.73051,304.18,1.98,1.37,2022-02-20,1914,T,59,6.1NRT,285.25,21.88,N
31.26656,48.11108,301.83,1.8,1.32,2022-02-20,1914,T,45,6.1NRT,285.16,15.14,N
31.27477,48.12252,305.88,1.81,1.32,2022-02-20,1914,T,62,6.1NRT,285.37,19.6,N
31.65057,47.5139,305.53,1.67,1.27,2022-02-20,1914,T,65,6.1NRT,284.38,18.32,N
31.66197,47.51237,312.15,1.67,1.27,2022-02-20,1914,T,84,6.1NRT,284.44,27.29,N
31.67762,47.43962,313.48,1.65,1.26,2022-02-20,1914,T,87,6.1NRT,284.39,29.49,N
31.67584,47.42232,300.55,1.65,1.26,2022-02-20,1914,T,30,6.1NRT,284.19,11.99,N
31.67597,47.43406,315.4,1.65,1.26,2022-02-20,1914,T,91,6.1NRT,284.56,33.08,N
32.11707,47.40213,300.76,1.66,1.27,2022-02-20,1914,T,25,6.1NRT,283.9,11.88,N
32.11688,47.4135,303.05,1.67,1.27,2022-02-20,1914,T,33,6.1NRT,284.02,14.3,N
9.29727,28.3742,300.32,2.03,1.39,2022-02-20,2046,T,12,6.1NRT,288.43,13.02,N
9.30388,27.63571,302.95,1.78,1.31,2022-02-20,2046,T,52,6.1NRT,290.35,11.6,N
9.31303,27.64416,318.46,1.79,1.31,2022-02-20,2046,T,97,6.1NRT,290.64,39.01,N
9.31101,27.62805,303.52,1.78,1.31,2022-02-20,2046,T,56,6.1NRT,290.03,13.13,N
9.46341,28.64703,302.31,2.15,1.42,2022-02-20,2046,T,48,6.1NRT,289.85,15.34,N
9.8662,26.43888,301.39,1.48,1.2,2022-02-20,2046,T,41,6.1NRT,288.28,9.19,N
9.8711,26.44547,303.47,1.49,1.2,2022-02-20,2046,T,55,6.1NRT,288.45,10.61,N
21.926,83.35593,301.91,1.12,1.05,2022-02-20,2025,A,45,6.1NRT,290.52,7.64,N
20.9699,85.17426,305.36,1.45,1.19,2022-02-20,2025,A,64,6.1NRT,292.45,11.38,N
20.79564,85.26342,308.3,1.48,1.2,2022-02-20,2025,A,74,6.1NRT,291.95,15.53,N
20.79309,85.25592,308.74,1.48,1.2,2022-02-20,2025,A,75,6.1NRT,291.03,15.22,N
21.11484,72.64011,302.35,2.87,1.62,2022-02-20,2025,A,48,6.1NRT,292.18,28.18,N
18.86608,72.93859,306.49,2.54,1.53,2022-02-20,2027,A,68,6.1NRT,293.68,31.59,N
14.19009,78.96237,303.07,1,1,2022-02-20,2027,A,53,6.1NRT,292.81,4.51,N
14.33586,77.81969,304.8,1.07,1.03,2022-02-20,2027,A,54,6.1NRT,294.07,5.49,N
14.32663,77.81846,307.64,1.07,1.03,2022-02-20,2027,A,72,6.1NRT,294.47,7.51,N
14.14777,78.29551,304.18,1.03,1.01,2022-02-20,2027,A,59,6.1NRT,293.3,6.03,N
14.10767,78.38837,304.95,1.03,1.01,2022-02-20,2027,A,50,6.1NRT,292.83,5.93,N
14.09863,78.38702,307.47,1.03,1.01,2022-02-20,2027,A,72,6.1NRT,292.55,7.86,N
13.88829,78.24795,307.54,1.03,1.01,2022-02-20,2027,A,72,6.1NRT,293.41,9.04,N
14.60675,49.20573,309.66,1.85,1.33,2022-02-20,2207,A,78,6.1NRT,291.79,22.83,N
31.08987,47.6272,301.31,3.95,1.85,2022-02-20,2201,A,40,6.1NRT,280.91,53.03,N
31.00746,48.13913,302.21,3.64,1.79,2022-02-20,2201,A,47,6.1NRT,281.72,51.89,N
31.02598,47.28127,309.97,4.17,1.89,2022-02-20,2201,A,79,6.1NRT,280.57,101.02,N
30.89477,47.34594,302.28,4.11,1.88,2022-02-20,2201,A,48,6.1NRT,280.92,61.89,N
30.827,47.34091,301.54,4.11,1.88,2022-02-20,2201,A,42,6.1NRT,280.88,59.51,N
30.58128,49.92234,302.9,2.71,1.58,2022-02-20,2201,A,52,6.1NRT,282.02,35.49,N
30.61101,47.34725,301.96,4.08,1.87,2022-02-20,2201,A,46,6.1NRT,281.45,57.63,N
28.95823,47.96974,307.41,3.55,1.77,2022-02-20,2201,A,54,6.1NRT,282.24,69.76,N
28.4931,49.72719,307.89,2.64,1.56,2022-02-20,2201,A,57,6.1NRT,287.2,39.33,N
28.50351,49.72074,308.76,2.64,1.56,2022-02-20,2201,A,63,6.1NRT,287.17,42.1,N
27.17036,56.10077,303.93,1.06,1.03,2022-02-20,2201,A,58,6.1NRT,290.83,7.03,N
27.16171,56.10429,310.18,1.06,1.03,2022-02-20,2201,A,79,6.1NRT,290.7,11.68,N
35.72554,44.04965,301.02,2.48,1.52,2022-02-20,2339,A,37,6.1NRT,277.67,31.45,N
24.46602,33.23483,302.95,1.02,1.01,2022-02-20,2341,A,52,6.1NRT,282.35,9.02,N
24.46766,33.16755,315.24,1.02,1.01,2022-02-20,2341,A,91,6.1NRT,279.89,17.97,N
24.46615,33.17744,327.93,1.02,1.01,2022-02-20,2341,A,100,6.1NRT,281.72,31.16,N
12.27703,31.59983,313.86,1.12,1.05,2022-02-20,2345,A,88,6.1NRT,289.35,16.14,N
12.03261,31.69932,302.39,1.13,1.06,2022-02-20,2345,A,49,6.1NRT,290.41,6.75,N
9.60231,32.2459,301.25,1.3,1.13,2022-02-20,2348,A,4,6.1NRT,284.87,8.53,N
9.49904,30.35083,303.81,1.06,1.03,2022-02-20,2348,A,40,6.1NRT,281.23,7.6,N
9.42502,28.44143,309.34,1.01,1,2022-02-20,2348,A,77,6.1NRT,287.69,9.97,N
9.4237,28.45048,302.02,1.01,1,2022-02-20,2348,A,46,6.1NRT,288.34,5.25,N
9.30547,28.37464,305.42,1.01,1,2022-02-20,2348,A,64,6.1NRT,287.38,7.84,N
9.30951,27.64726,303.78,1.04,1.02,2022-02-20,2348,A,57,6.1NRT,290.11,6.26,N
16.31376,120.74279,315.45,1.01,1,2022-02-21,0228,T,68,6.1NRT,295.06,7.66,D
14.86662,120.30252,316.16,1.02,1.01,2022-02-21,0228,T,50,6.1NRT,296.82,6.91,D
36.99174,126.69859,310.54,1,1,2022-02-21,0219,T,0,6.1NRT,281.72,9.39,D
34.76453,126.4563,300.45,1.01,1,2022-02-21,0221,T,34,6.1NRT,283.09,4.42,D
33.26132,131.65202,303.17,1.75,1.3,2022-02-21,0221,T,0,6.1NRT,283.18,14.89,D
41.84497,123.75793,302.42,1.29,1.13,2022-02-21,0219,T,52,6.1NRT,274.4,13.05,D
41.83488,119.2824,301.68,2.29,1.46,2022-02-21,0219,T,48,6.1NRT,271.54,23.82,D
17.99056,95.79978,321.91,1.04,1.02,2022-02-21,0404,T,76,6.1NRT,300.12,12.27,D
17.60379,96.12437,312.67,1.02,1.01,2022-02-21,0404,T,56,6.1NRT,299,6.4,D
16.95553,97.28355,320.77,1.01,1,2022-02-21,0404,T,60,6.1NRT,300.42,9.13,D
16.37887,99.84325,311.79,1.26,1.12,2022-02-21,0404,T,59,6.1NRT,294.73,5.97,D
16.57784,97.9585,327.29,1.04,1.02,2022-02-21,0404,T,81,6.1NRT,299.14,19.45,D
16.68364,96.24847,319.84,1.01,1,2022-02-21,0404,T,52,6.1NRT,304.81,7.18,D
16.68229,96.25779,318.22,1.01,1,2022-02-21,0404,T,62,6.1NRT,304.14,5.6,D
16.21,94.64909,318.15,1.1,1.05,2022-02-21,0404,T,49,6.1NRT,304.05,6.64,D
13.61721,101.02557,310.52,1.68,1.27,2022-02-21,0404,T,20,6.1NRT,289.92,9.94,D
12.25021,103.15093,309.49,2.58,1.54,2022-02-21,0406,T,23,6.1NRT,290.09,17.77,D
11.5789,104.25881,313.44,3.25,1.7,2022-02-21,0406,T,49,6.1NRT,292.42,33.7,D
11.58134,104.25376,313.51,3.25,1.7,2022-02-21,0406,T,35,6.1NRT,292.32,33.19,D
11.17017,104.31195,313.27,3.34,1.72,2022-02-21,0406,T,37,6.1NRT,287.59,42.41,D
40.45182,106.72546,309.42,1.23,1.1,2022-02-21,0359,T,69,6.1NRT,281.71,12.3,D
39.00068,110.25024,300.11,2.05,1.39,2022-02-21,0359,T,28,6.1NRT,280.65,11.66,D
39.84898,98.27613,327.11,1.33,1.14,2022-02-21,0359,T,74,6.1NRT,283.05,40.28,D
22.61227,95.07761,317.67,1.22,1.1,2022-02-21,0404,T,67,6.1NRT,299.39,8.74,D
22.35679,96.47653,314.53,1.06,1.03,2022-02-21,0404,T,65,6.1NRT,294.96,8.52,D
22.22333,96.64432,310.36,1.05,1.02,2022-02-21,0404,T,31,6.1NRT,286.44,8.53,D
22.29206,95.65813,322.24,1.14,1.06,2022-02-21,0404,T,76,6.1NRT,298.72,14.46,D
22.0183,96.86423,312.05,1.03,1.01,2022-02-21,0404,T,29,6.1NRT,295.39,5.52,D
21.87783,94.75974,321.02,1.25,1.11,2022-02-21,0404,T,62,6.1NRT,302.31,11.14,D
21.14313,97.06728,317.38,1.01,1.01,2022-02-21,0404,T,0,6.1NRT,284.6,11.08,D
20.05751,98.24866,317.96,1.01,1.01,2022-02-21,0404,T,74,6.1NRT,298.64,10.77,D
20.05313,98.15273,307.6,1.01,1,2022-02-21,0404,T,44,6.1NRT,289.4,5.35,D
20.05171,98.16225,310.34,1.01,1.01,2022-02-21,0404,T,60,6.1NRT,294.99,7.49,D
20.02544,98.03207,319.09,1.01,1,2022-02-21,0404,T,75,6.1NRT,294.78,13.54,D
19.98256,98.07372,312.48,1.01,1,2022-02-21,0404,T,39,6.1NRT,296.87,5.76,D
19.86135,97.89575,335.05,1,1,2022-02-21,0404,T,88,6.1NRT,296.53,31.69,D
19.85995,97.90511,313.69,1,1,2022-02-21,0404,T,67,6.1NRT,294.46,7.74,D
19.86925,97.7812,316.07,1,1,2022-02-21,0404,T,34,6.1NRT,297.64,6.99,D
19.86785,97.79065,319.1,1,1,2022-02-21,0404,T,58,6.1NRT,297.4,9.75,D
19.80232,97.61004,311.61,1,1,2022-02-21,0404,T,57,6.1NRT,296.83,5.42,D
19.7856,97.72318,316.38,1,1,2022-02-21,0404,T,53,6.1NRT,299.95,7.07,D
19.61469,97.37818,313.15,1,1,2022-02-21,0404,T,54,6.1NRT,297.75,5.33,D
19.58179,97.35371,311.37,1,1,2022-02-21,0404,T,46,6.1NRT,296.01,4.42,D
19.54589,97.5981,316.55,1,1,2022-02-21,0404,T,70,6.1NRT,298.96,8.13,D
19.57013,97.37108,312.95,1,1,2022-02-21,0404,T,25,6.1NRT,298.11,4.98,D
19.51994,97.27058,310.28,1,1,2022-02-21,0404,T,47,6.1NRT,295.13,4.55,D
19.16402,97.24678,336.92,1,1,2022-02-21,0404,T,89,6.1NRT,302.57,30.26,D
19.1551,97.24538,317.13,1,1,2022-02-21,0404,T,65,6.1NRT,301.39,6.34,D
19.51467,94.59395,309.83,1.2,1.09,2022-02-21,0404,T,59,6.1NRT,293.46,6.25,D
19.11316,97.09477,312.67,1,1,2022-02-21,0404,T,56,6.1NRT,295.65,6.68,D
18.96031,97.31713,316.15,1,1,2022-02-21,0404,T,73,6.1NRT,300.69,5.66,D
18.95893,97.3265,314.63,1,1,2022-02-21,0404,T,68,6.1NRT,300.58,4.53,D
18.93526,95.48739,318.05,1.08,1.04,2022-02-21,0404,T,57,6.1NRT,301.1,6.85,D
18.93386,95.49751,322.28,1.08,1.04,2022-02-21,0404,T,67,6.1NRT,300.29,11.51,D
18.92599,95.48604,326.69,1.08,1.04,2022-02-21,0404,T,81,6.1NRT,301.76,15.45,D
18.9246,95.49619,336.88,1.08,1.04,2022-02-21,0404,T,88,6.1NRT,300.46,30.86,D
18.42108,98.93196,310.78,1.08,1.04,2022-02-21,0404,T,61,6.1NRT,297.2,5.46,D
18.89958,95.47177,321.45,1.08,1.04,2022-02-21,0404,T,67,6.1NRT,302.96,9.01,D
18.76036,95.49052,321.82,1.07,1.03,2022-02-21,0404,T,70,6.1NRT,304.05,10.18,D
18.77731,94.86919,317.93,1.14,1.06,2022-02-21,0404,T,70,6.1NRT,299.59,8.57,D
18.51864,94.81508,313.82,1.14,1.06,2022-02-21,0404,T,50,6.1NRT,298.8,7.54,D
18.43961,94.93701,315.55,1.12,1.06,2022-02-21,0404,T,66,6.1NRT,299.18,8.05,D
18.11444,95.09274,323.04,1.1,1.05,2022-02-21,0404,T,76,6.1NRT,301.96,13.01,D
18.11306,95.10299,331.55,1.1,1.05,2022-02-21,0404,T,85,6.1NRT,303.02,23.83,D
33.25827,131.64459,300.15,1.65,1.26,2022-02-21,0404,A,0,6.1NRT,282.15,7.62,D
35.95297,128.43748,300.32,2.26,1.46,2022-02-21,0406,A,31,6.1NRT,280.17,19.09,D
32.03108,73.1763,306.54,1.13,1.06,2022-02-21,0540,T,50,6.1NRT,296.03,4.61,D
32.0296,73.18819,310.52,1.13,1.06,2022-02-21,0540,T,63,6.1NRT,295.4,7.34,D
32.04951,72.35087,313.99,1.24,1.1,2022-02-21,0540,T,71,6.1NRT,296.61,12.46,D
31.93247,73.15367,318.11,1.13,1.06,2022-02-21,0540,T,76,6.1NRT,298.55,13.68,D
31.64196,75.3231,308.88,1,1,2022-02-21,0540,T,68,6.1NRT,290.79,8.7,D
31.52253,75.69984,309.64,1,1,2022-02-21,0540,T,69,6.1NRT,292.61,7.73,D
31.521,75.71022,304.81,1,1,2022-02-21,0540,T,60,6.1NRT,292.5,4.49,D
31.8143,73.09705,307.74,1.14,1.06,2022-02-21,0540,T,58,6.1NRT,297.05,4.8,D
31.81279,73.10893,312.29,1.13,1.06,2022-02-21,0540,T,68,6.1NRT,296.87,8.95,D
31.3996,75.65898,303.89,1,1,2022-02-21,0540,T,57,6.1NRT,293.72,3.9,D
31.82949,70.73195,308.86,1.51,1.21,2022-02-21,0540,T,57,6.1NRT,296.53,9.26,D
31.70832,71.04512,309.72,1.44,1.19,2022-02-21,0540,T,59,6.1NRT,296.44,8.81,D
31.67837,70.67254,310.82,1.52,1.22,2022-02-21,0540,T,62,6.1NRT,297.62,11.38,D
31.48086,72.43085,309.98,1.21,1.09,2022-02-21,0540,T,59,6.1NRT,295.73,7.58,D
31.47109,72.42929,311.96,1.21,1.09,2022-02-21,0540,T,64,6.1NRT,296.83,9.78,D
31.63446,70.94435,311.87,1.46,1.19,2022-02-21,0540,T,65,6.1NRT,296.95,12.77,D
31.58268,70.71651,317.15,1.5,1.21,2022-02-21,0540,T,73,6.1NRT,296.72,19.64,D
31.30128,72.99176,306.66,1.13,1.06,2022-02-21,0540,T,49,6.1NRT,296.25,4.49,D
31.29601,72.99696,306.59,1.13,1.06,2022-02-21,0540,T,45,6.1NRT,296.15,4.47,D
31.25157,72.96549,306.75,1.14,1.06,2022-02-21,0540,T,46,6.1NRT,295.9,4.65,D
31.26772,72.41592,315.79,1.2,1.09,2022-02-21,0540,T,71,6.1NRT,296.45,14.27,D
31.21667,72.17534,313.33,1.23,1.1,2022-02-21,0540,T,66,6.1NRT,296.54,11.55,D
31.2164,72.16919,310.27,1.23,1.1,2022-02-21,0540,T,47,6.1NRT,295.99,8.5,D
30.41788,77.39997,302.69,1.09,1.04,2022-02-21,0540,T,53,6.1NRT,292.37,3.69,D
30.94202,73.08572,310.65,1.12,1.05,2022-02-21,0540,T,62,6.1NRT,295.87,7.96,D
30.07419,77.74134,307.4,1.13,1.06,2022-02-21,0540,T,61,6.1NRT,292.39,7.02,D
30.06672,77.72781,313.95,1.13,1.06,2022-02-21,0540,T,74,6.1NRT,294.02,13.08,D
30.17122,77.03325,302.24,1.07,1.03,2022-02-21,0540,T,51,6.1NRT,292.12,3.73,D
30.06883,77.65694,302.84,1.12,1.06,2022-02-21,0540,T,18,6.1NRT,292.54,3.88,D
30.06692,77.66838,318.78,1.12,1.06,2022-02-21,0540,T,79,6.1NRT,292.86,17.88,D
30.76114,72.5668,308.82,1.17,1.08,2022-02-21,0540,T,56,6.1NRT,297.12,6.02,D
29.93861,77.73565,307.3,1.14,1.06,2022-02-21,0540,T,65,6.1NRT,293,7.31,D
29.81994,78.15006,304.02,1.19,1.08,2022-02-21,0540,T,34,6.1NRT,293.12,3.99,D
29.97911,77.03101,311.47,1.07,1.03,2022-02-21,0540,T,71,6.1NRT,293.59,9.97,D
